hog	genes
N1.HOG0008956	ct
N1.HOG0008957	CG1943
N1.HOG0008958	por
N1.HOG0008962	CG30222
N1.HOG0008963	CG16852
N1.HOG0008964	CG32713,CG33223,CG12725
N1.HOG0008965	CG13474
N1.HOG0008966	CG33128
N1.HOG0008967	Cep290
N1.HOG0008968	CG43373
N1.HOG0008969	mus301
N1.HOG0008970	Uba2
N1.HOG0008971	blot
N1.HOG0008972	CG32369
N1.HOG0008973	defl
N1.HOG0008974	Sf3b3
N1.HOG0008975	CG4998
N1.HOG0008976	CG15011
N1.HOG0008977	CG6843
N1.HOG0008978	CSN1b
N1.HOG0008979	CG7550
N1.HOG0008980	Patj
N1.HOG0008982	Asator
N1.HOG0008991	RagA-B
N1.HOG0008992	CG42327
N1.HOG0008993	iav
N1.HOG0008994	capt
N1.HOG0008995	CG31673
N1.HOG0008996	Rab40
N1.HOG0008997	Fadd
N1.HOG0008998	Zcchc7
N1.HOG0008999	Rbfox1
N1.HOG0009000	CG6800
N1.HOG0009001	mtsh
N1.HOG0009002	pic
N1.HOG0009003	Mcm3
N1.HOG0009004	Mink
N1.HOG0009005	Rift
N1.HOG0009007	CG8944
N1.HOG0009008	Nek2
N1.HOG0009010	Vha26
N1.HOG0009020	mRpL19
N1.HOG0009021	ArgRS-m
N1.HOG0009022	RabGGTa
N1.HOG0009023	CCT3
N1.HOG0009024	CG3687
N1.HOG0009025	CG33144
N1.HOG0009026	CG12128
N1.HOG0009029	CG3222
N1.HOG0009030	LeuRS
N1.HOG0009031	Not1
N1.HOG0009032	CG4806
N1.HOG0009033	Dg
N1.HOG0009034	CG9394
N1.HOG0009035	CG31098
N1.HOG0009036	Kif19A
N1.HOG0009037	Nup133
N1.HOG0009038	CCT1
N1.HOG0009039	alien
N1.HOG0009040	ex
N1.HOG0009045	Ca-beta
N1.HOG0009046	Cyt-b5-r
N1.HOG0009049	Tsp42Ea
N1.HOG0009050	Aldh-III
N1.HOG0009051	VhaAC45
N1.HOG0009052	Zfrp8
N1.HOG0009053	CycH
N1.HOG0009055	Orc3
N1.HOG0009056	Sec24AB
N1.HOG0009057	egg
N1.HOG0009060	d4
N1.HOG0009061	pita
N1.HOG0009063	rg
N1.HOG0009065	Ltn1
N1.HOG0009066	Vps50
N1.HOG0009067	Xrp1
N1.HOG0009068	CG13127
N1.HOG0009069	Phb1
N1.HOG0009070	step
N1.HOG0009071	Eogt
N1.HOG0009072	thoc5
N1.HOG0009074	Gk1
N1.HOG0009075	mbc
N1.HOG0009076	CycC
N1.HOG0009077	mRpS11
N1.HOG0009078	CysRS
N1.HOG0009079	Sap130
N1.HOG0009080	CG12236
N1.HOG0009081	cwo
N1.HOG0009082	aralar1
N1.HOG0009083	CG2747
N1.HOG0009084	Cdk5
N1.HOG0009085	mEFTu2
N1.HOG0009086	Idgf5
N1.HOG0009088	CG15141
N1.HOG0009090	Dmtn
N1.HOG0009091	CG13995
N1.HOG0009092	raw
N1.HOG0009093	Unc-115a,Unc-115b
N1.HOG0009094	M6
N1.HOG0009096	Mtpbeta
N1.HOG0009097	GlcAT-I
N1.HOG0009098	AANATL7
N1.HOG0009099	Cmtr1
N1.HOG0009100	CG16837
N1.HOG0009101	HPS4
N1.HOG0009102	Echs1
N1.HOG0009103	Mct1
N1.HOG0009104	Gcna
N1.HOG0009105	CG15739
N1.HOG0009106	mus101
N1.HOG0009107	CG11095
N1.HOG0009108	CG2493
N1.HOG0009109	Coq5
N1.HOG0009110	CG11902
N1.HOG0009111	Agxt
N1.HOG0009112	Prestin
N1.HOG0009113	CG10171
N1.HOG0009115	scny
N1.HOG0009122	FMRFaR
N1.HOG0009123	Taf4
N1.HOG0009124	CG9133
N1.HOG0009125	Pdss2
N1.HOG0009126	ms(2)34Fe
N1.HOG0009127	Ssl1
N1.HOG0009128	lgs
N1.HOG0009130	sxe2
N1.HOG0009132	CG2889
N1.HOG0009133	rb
N1.HOG0009138	mle
N1.HOG0009139	CG17141
N1.HOG0009140	KLHL18
N1.HOG0009141	moody
N1.HOG0009142	Su(H)
N1.HOG0009143	CG9257
N1.HOG0009144	png
N1.HOG0009145	CG1812
N1.HOG0009146	Cubn
N1.HOG0009147	Loxl1
N1.HOG0009148	Grik
N1.HOG0009152	Ubx
N1.HOG0009155	CG31075
N1.HOG0009156	E(spl)m5-HLH
N1.HOG0009157	ap
N1.HOG0009158	stil
N1.HOG0009160	yellow-e
N1.HOG0009161	Sry-delta
N1.HOG0009162	GEFmeso
N1.HOG0009163	sprt
N1.HOG0009164	RtcB
N1.HOG0009165	uri
N1.HOG0009166	CG8399
N1.HOG0009167	CG3894
N1.HOG0009169	CCT8
N1.HOG0009170	CG8490
N1.HOG0009172	wun
N1.HOG0009173	CG1213
N1.HOG0009174	sip1
N1.HOG0009176	l(2)09851
N1.HOG0009178	Tlk
N1.HOG0009180	Adar
N1.HOG0009181	parvin
N1.HOG0009185	Droj2
N1.HOG0009188	CG5104
N1.HOG0009189	CG7017
N1.HOG0009190	CG5946
N1.HOG0009191	CG32795
N1.HOG0009192	Nup154
N1.HOG0009193	CG31743
N1.HOG0009194	CG7203
N1.HOG0009195	CG17036
N1.HOG0009196	CG5828
N1.HOG0009197	CG13807
N1.HOG0009198	CG15878
N1.HOG0009199	UK114
N1.HOG0009200	CG5377
N1.HOG0009201	CG13605
N1.HOG0009203	slo
N1.HOG0009206	CG1890
N1.HOG0009207	RpL6
N1.HOG0009208	pll
N1.HOG0009209	Vps16A
N1.HOG0009210	milt
N1.HOG0009211	CG3223
N1.HOG0009212	Cad99C
N1.HOG0009213	Nup358
N1.HOG0009214	bam
N1.HOG0009215	Spn100A
N1.HOG0009216	CG9717
N1.HOG0009217	CG17272
N1.HOG0009218	Chsy
N1.HOG0009219	CG2685
N1.HOG0009220	CG30183
N1.HOG0009221	CG31342
N1.HOG0009222	CycE
N1.HOG0009223	Ing5
N1.HOG0009224	Pfdn1
N1.HOG0009225	CG3262
N1.HOG0009226	Nepl5
N1.HOG0009227	CG5882
N1.HOG0009228	Ada1-2,Ada1-1
N1.HOG0009229	Br140
N1.HOG0009231	Spx
N1.HOG0009235	CG5162
N1.HOG0009236	CG10803
N1.HOG0009239	sta
N1.HOG0009241	XRCC1
N1.HOG0009242	abo
N1.HOG0009243	ZnT49B
N1.HOG0009244	CG34457
N1.HOG0009245	aurA
N1.HOG0009246	CG13930
N1.HOG0009247	bcd
N1.HOG0009248	CG5921
N1.HOG0009249	CG32547
N1.HOG0009250	Ir7d
N1.HOG0009251	ppk24
N1.HOG0009252	ppk3
N1.HOG0009253	CG7368
N1.HOG0009254	CG32022
N1.HOG0009255	Polr3G
N1.HOG0009256	Hn
N1.HOG0009257	Roc1b
N1.HOG0009258	CG8560
N1.HOG0009259	CG32240
N1.HOG0009262	Chrac-14
N1.HOG0009264	Pfdn4
N1.HOG0009265	sti
N1.HOG0009266	TfIIEbeta
N1.HOG0009267	Syn1
N1.HOG0009268	CG7275
N1.HOG0009269	CG11109
N1.HOG0009271	JTBR
N1.HOG0009272	bsd
N1.HOG0009274	CG7742
N1.HOG0009275	MFS15
N1.HOG0009276	rpk
N1.HOG0009277	ENGase
N1.HOG0009278	Aatf
N1.HOG0009279	Duox
N1.HOG0009281	Obp19d
N1.HOG0009282	Flo2
N1.HOG0009283	dor
N1.HOG0009285	fng
N1.HOG0009286	CG34001
N1.HOG0009287	pcx
N1.HOG0009288	Sp212
N1.HOG0009289	Sirt7
N1.HOG0009290	EloB
N1.HOG0009291	Rad60
N1.HOG0009292	spn-B
N1.HOG0009293	mesh
N1.HOG0009294	fabp
N1.HOG0009295	Dis3
N1.HOG0009296	Trm7-32
N1.HOG0009297	Nlg3
N1.HOG0009298	alpha-Est3
N1.HOG0009299	MBD-R2
N1.HOG0009300	ncd
N1.HOG0009301	mRpS29
N1.HOG0009302	crn
N1.HOG0009303	cos
N1.HOG0009308	sona
N1.HOG0009309	Adck1
N1.HOG0009312	Mmp1
N1.HOG0009313	tor
N1.HOG0009314	Nup188
N1.HOG0009315	Cdk4
N1.HOG0009316	CG13585
N1.HOG0009317	Nurf-38
N1.HOG0009319	Usp15-31
N1.HOG0009320	Prosalpha5
N1.HOG0009321	CG3216
N1.HOG0009322	Nt5c
N1.HOG0009323	pyx
N1.HOG0009325	Gr39b
N1.HOG0009326	CG14007
N1.HOG0009327	Slob
N1.HOG0009328	Atxn7
N1.HOG0009330	CG3358
N1.HOG0009331	zda
N1.HOG0009332	CG7791
N1.HOG0009333	Rep
N1.HOG0009334	CG17765
N1.HOG0009335	EDTP
N1.HOG0009336	CG3726
N1.HOG0009338	Su(var)3-3
N1.HOG0009339	Ptpmeg2
N1.HOG0009340	Cand1
N1.HOG0009341	Megf8
N1.HOG0009342	fs(1)M3
N1.HOG0009343	Nse1
N1.HOG0009344	Rsf1
N1.HOG0009345	CG9297
N1.HOG0009346	CG1275
N1.HOG0009347	CG5674
N1.HOG0009348	tacc
N1.HOG0009349	Aduk
N1.HOG0009350	CG17475
N1.HOG0009351	Npc2c
N1.HOG0009352	lili
N1.HOG0009353	CG8321
N1.HOG0009354	jumu
N1.HOG0009355	CG1138
N1.HOG0009356	Brf
N1.HOG0009357	mbt
N1.HOG0009358	Obp44a
N1.HOG0009359	GstE9
N1.HOG0009360	pn
N1.HOG0009361	Nin
N1.HOG0009362	Decay
N1.HOG0009363	spn-A
N1.HOG0009364	CG3558
N1.HOG0009365	fon
N1.HOG0009366	pps
N1.HOG0009367	CG10254
N1.HOG0009368	CG10184
N1.HOG0009369	CG9902,CG7692
N1.HOG0009370	CG5274
N1.HOG0009371	kug
N1.HOG0009372	Alg14
N1.HOG0009373	CG2260
N1.HOG0009374	CG16903
N1.HOG0009375	Hinfp
N1.HOG0009376	GstS1
N1.HOG0009377	eIF3c
N1.HOG0009378	otk
N1.HOG0009379	CG4991
N1.HOG0009381	Cyp4g1
N1.HOG0009382	CG8236
N1.HOG0009383	CG1910
N1.HOG0009384	CG7376
N1.HOG0009385	CG2865
N1.HOG0009386	Nnp-1
N1.HOG0009387	Sras
N1.HOG0009388	CG34458
N1.HOG0009389	l(2)k10201
N1.HOG0009390	CG9672
N1.HOG0009391	scyl
N1.HOG0009392	CG14073
N1.HOG0009393	MCU
N1.HOG0009395	MED30
N1.HOG0009397	tfc
N1.HOG0009401	CG8541
N1.HOG0009403	CG11345
N1.HOG0009404	DIP-delta
N1.HOG0009405	PVRAP
N1.HOG0009406	CG6592
N1.HOG0009408	Cypl
N1.HOG0009410	Iml1
N1.HOG0009411	mas
N1.HOG0009413	mrn
N1.HOG0009414	Polr2H
N1.HOG0009415	Ugt316A1
N1.HOG0009416	Rpn12R
N1.HOG0009417	iPLA2-VIA
N1.HOG0009418	CG31998
N1.HOG0009419	CG42399
N1.HOG0009420	Zir
N1.HOG0009421	CG1677
N1.HOG0009422	Rnmt
N1.HOG0009423	Nox
N1.HOG0009424	CG6867
N1.HOG0009425	Gnf1
N1.HOG0009426	Spt3
N1.HOG0009427	rha
N1.HOG0009428	Taf12
N1.HOG0009429	Nf-YC
N1.HOG0009430	NimA
N1.HOG0009431	Pvf2
N1.HOG0009432	Pino
N1.HOG0009435	Drak
N1.HOG0009436	CG5823
N1.HOG0009437	Bruce
N1.HOG0009438	Hel89B
N1.HOG0009440	CG43155
N1.HOG0009442	Fntb
N1.HOG0009444	Irbp
N1.HOG0009445	InR
N1.HOG0009446	ppk9
N1.HOG0009447	CG12341
N1.HOG0009448	grau
N1.HOG0009449	RpL19
N1.HOG0009450	path
N1.HOG0009451	CG7888
N1.HOG0009452	CG4866
N1.HOG0009453	Stip1
N1.HOG0009454	Myo31DF
N1.HOG0009455	Or10a
N1.HOG0009457	CG8112
N1.HOG0009458	Jhedup
N1.HOG0009459	CG4741
N1.HOG0009460	Sardh
N1.HOG0009461	fat-spondin
N1.HOG0009462	Cap-D2
N1.HOG0009463	jef
N1.HOG0009464	CG1688
N1.HOG0009465	CG30015
N1.HOG0009466	LBR
N1.HOG0009467	PAN2
N1.HOG0009468	Vha100-3
N1.HOG0009470	CG17404
N1.HOG0009471	wfs1
N1.HOG0009472	CG42658
N1.HOG0009473	LPCAT
N1.HOG0009474	CG8728
N1.HOG0009475	PolZ1
N1.HOG0009476	Rme-8
N1.HOG0009484	kune
N1.HOG0009485	ebo
N1.HOG0009486	IntS2
N1.HOG0009487	Wbp2
N1.HOG0009488	nebu
N1.HOG0009489	kek2
N1.HOG0009490	CG4335
N1.HOG0009491	sip2
N1.HOG0009492	TTLL15
N1.HOG0009494	Cyp4s3
N1.HOG0009495	Osi2
N1.HOG0009496	eIF3f1
N1.HOG0009497	CG34117
N1.HOG0009498	Cisd2
N1.HOG0009499	alpha-Man-IIa
N1.HOG0009500	CG14562
N1.HOG0009501	Srrm1
N1.HOG0009502	beta4GalNAcTB
N1.HOG0009507	Rfx
N1.HOG0009508	CG10348
N1.HOG0009509	Marf
N1.HOG0009510	lbm
N1.HOG0009511	schlank
N1.HOG0009512	mRpL38
N1.HOG0009513	Syt12
N1.HOG0009514	Ugalt
N1.HOG0009515	Cul4
N1.HOG0009516	Nup62
N1.HOG0009517	CG4676
N1.HOG0009518	Phax
N1.HOG0009519	Prp8
N1.HOG0009520	CG3746
N1.HOG0009521	EndoA
N1.HOG0009522	CG17593
N1.HOG0009523	Gdi
N1.HOG0009524	CG3407
N1.HOG0009525	glob1
N1.HOG0009526	Ctl2
N1.HOG0009528	CG42342
N1.HOG0009532	CG7381
N1.HOG0009533	CG43783
N1.HOG0009534	CG16812
N1.HOG0009535	CG17544
N1.HOG0009536	COX5B
N1.HOG0009537	CG12567
N1.HOG0009538	Not3
N1.HOG0009539	Clamp
N1.HOG0009541	CG42747
N1.HOG0009543	pigs
N1.HOG0009544	CG17065
N1.HOG0009545	CG1636
N1.HOG0009546	CG11807
N1.HOG0009548	Fkbp12
N1.HOG0009550	scu
N1.HOG0009551	p115
N1.HOG0009552	CG11590
N1.HOG0009553	CG3703
N1.HOG0009554	mfas
N1.HOG0009555	l(1)G0004
N1.HOG0009556	Dok
N1.HOG0009557	c(2)M
N1.HOG0009558	CG43329
N1.HOG0009559	Pfdn6
N1.HOG0009560	ArfGAP3
N1.HOG0009561	Srpk79D
N1.HOG0009562	CG17364
N1.HOG0009564	RpL8
N1.HOG0009566	CG11456
N1.HOG0009567	Dbx
N1.HOG0009568	syd
N1.HOG0009569	Rev1
N1.HOG0009570	CG3618
N1.HOG0009571	Coa7
N1.HOG0009572	CG42304
N1.HOG0009573	CG10510
N1.HOG0009575	CtIP
N1.HOG0009576	CG18004
N1.HOG0009577	Sfxn2
N1.HOG0009578	CG7102
N1.HOG0009579	Eip75B
N1.HOG0009581	fs(2)ltoPP43
N1.HOG0009582	CG32407
N1.HOG0009583	stj
N1.HOG0009584	PIG-B
N1.HOG0009586	Scsalpha1
N1.HOG0009591	Cda4
N1.HOG0009592	CG3164
N1.HOG0009593	CG7382
N1.HOG0009594	Erk7
N1.HOG0009595	CG9427
N1.HOG0009596	GCC185
N1.HOG0009597	Lst8
N1.HOG0009598	amx
N1.HOG0009599	Cks30A
N1.HOG0009600	pes
N1.HOG0009601	Nuf2
N1.HOG0009602	fusl
N1.HOG0009603	MTPAP
N1.HOG0009605	Neos
N1.HOG0009608	CG12362
N1.HOG0009609	hay
N1.HOG0009610	Gp93
N1.HOG0009611	CG13630
N1.HOG0009612	B52
N1.HOG0009613	disp
N1.HOG0009614	CG34112
N1.HOG0009615	orb
N1.HOG0009616	Cdc42
N1.HOG0009617	AdSL
N1.HOG0009618	CG2926
N1.HOG0009619	CG13643
N1.HOG0009620	HEATR2
N1.HOG0009622	CG11317
N1.HOG0009623	Sgt1
N1.HOG0009624	CG14230
N1.HOG0009625	CG31446
N1.HOG0009626	7B2
N1.HOG0009627	Kyat
N1.HOG0009628	PolA1
N1.HOG0009630	Hs6st
N1.HOG0009631	CG6231
N1.HOG0009633	uex
N1.HOG0009636	side-VI
N1.HOG0009640	Gclc
N1.HOG0009641	tei
N1.HOG0009642	Oseg4
N1.HOG0009643	aru
N1.HOG0009644	Ge-1
N1.HOG0009645	RpL32
N1.HOG0009646	Amph
N1.HOG0009647	Orc1
N1.HOG0009648	dgt5
N1.HOG0009649	Ssrp
N1.HOG0009651	stmA
N1.HOG0009652	RN-tre
N1.HOG0009653	TppII
N1.HOG0009654	CG18335
N1.HOG0009655	CCDC151
N1.HOG0009656	RnrS
N1.HOG0009657	AspRS
N1.HOG0009658	mEFG1
N1.HOG0009659	Dpit47
N1.HOG0009660	CG14480
N1.HOG0009661	wun2
N1.HOG0009662	ZnT41F
N1.HOG0009663	Cad87A
N1.HOG0009664	CG6908
N1.HOG0009666	CG9920
N1.HOG0009670	kon
N1.HOG0009671	CG4297
N1.HOG0009672	Pkn
N1.HOG0009673	Orai
N1.HOG0009674	gem
N1.HOG0009675	TER94
N1.HOG0009676	CG13192
N1.HOG0009679	hpo
N1.HOG0009681	CG9344
N1.HOG0009682	CG15082
N1.HOG0009683	Egfr
N1.HOG0009684	wds
N1.HOG0009686	Mad
N1.HOG0009687	mbo
N1.HOG0009688	CG6951
N1.HOG0009689	Fer2LCH
N1.HOG0009690	elgi
N1.HOG0009691	Brr2
N1.HOG0009692	CG7148
N1.HOG0009693	Mnr
N1.HOG0009694	CG4839
N1.HOG0009695	Cul3
N1.HOG0009696	Mical
N1.HOG0009697	Daxx
N1.HOG0009698	Gyc32E
N1.HOG0009699	Brd7-9
N1.HOG0009700	Ddc
N1.HOG0009701	Hrb27C
N1.HOG0009703	CG14195
N1.HOG0009704	CG12170
N1.HOG0009706	Ost48
N1.HOG0009707	CG6254
N1.HOG0009708	rno
N1.HOG0009709	Pex23
N1.HOG0009710	CG11779
N1.HOG0009711	CG31156
N1.HOG0009712	su(Hw)
N1.HOG0009713	pasi2
N1.HOG0009714	HDAC11
N1.HOG0009715	Wdr37
N1.HOG0009716	GckIII
N1.HOG0009717	CG6403
N1.HOG0009718	TTLL6B
N1.HOG0009719	mino
N1.HOG0009721	CG31528
N1.HOG0009722	WASp
N1.HOG0009723	CG1951
N1.HOG0009724	Etfb
N1.HOG0009725	sp3
N1.HOG0009726	CG2218
N1.HOG0009727	Cdc16
N1.HOG0009728	CG9272
N1.HOG0009729	CG5877
N1.HOG0009730	CG2701
N1.HOG0009731	Spindly
N1.HOG0009732	Agpat2
N1.HOG0009733	prg
N1.HOG0009734	lmgB
N1.HOG0009735	dco
N1.HOG0009736	pont
N1.HOG0009738	CG9775
N1.HOG0009739	EndoGI
N1.HOG0009740	Marf1
N1.HOG0009741	RpL21
N1.HOG0009742	Tig
N1.HOG0009743	Nepl4
N1.HOG0009744	scat
N1.HOG0009745	eIF3d1
N1.HOG0009746	yps
N1.HOG0009747	rempA
N1.HOG0009748	CG9497
N1.HOG0009750	CG4119
N1.HOG0009751	larp
N1.HOG0009752	Pbp45
N1.HOG0009753	kappaB-Ras
N1.HOG0009754	SCAP
N1.HOG0009755	CG13501
N1.HOG0009756	CG7536
N1.HOG0009757	pck
N1.HOG0009759	CG31248
N1.HOG0009760	RpL18
N1.HOG0009761	UQCR-Q
N1.HOG0009762	Hsp83
N1.HOG0009763	Stt3A
N1.HOG0009764	Smyd4-1
N1.HOG0009765	CG14997
N1.HOG0009766	Nup37
N1.HOG0009767	SNRPG
N1.HOG0009768	CG8476
N1.HOG0009769	CG3706
N1.HOG0009770	CG31823
N1.HOG0009771	dpr16
N1.HOG0009772	CG6409
N1.HOG0009774	CG12576
N1.HOG0009776	CG5567
N1.HOG0009777	SrpRbeta
N1.HOG0009778	alpha-Spec
N1.HOG0009779	dib
N1.HOG0009780	CG3764
N1.HOG0009781	Mcad
N1.HOG0009782	wrm1
N1.HOG0009783	SsRbeta
N1.HOG0009784	Hsc70Cb
N1.HOG0009785	CG14566
N1.HOG0009786	ND-39
N1.HOG0009787	cl
N1.HOG0009788	CG17211
N1.HOG0009789	Cka
N1.HOG0009790	Dbp21E2
N1.HOG0009793	exd
N1.HOG0009795	CG14220
N1.HOG0009796	Tailor
N1.HOG0009797	Vps33B
N1.HOG0009798	CG17168
N1.HOG0009799	Parg
N1.HOG0009800	kz
N1.HOG0009801	ifc
N1.HOG0009802	CG4364
N1.HOG0009804	NimC4
N1.HOG0009805	CG10462
N1.HOG0009807	l(2)05287
N1.HOG0009808	asp
N1.HOG0009809	Rbp
N1.HOG0009810	lsn
N1.HOG0009811	CG6184
N1.HOG0009812	Ttc30
N1.HOG0009814	Theg
N1.HOG0009815	tst
N1.HOG0009816	cic
N1.HOG0009817	g
N1.HOG0009818	CG2663
N1.HOG0009819	Exd2
N1.HOG0009820	CG42788
N1.HOG0009821	CG5399
N1.HOG0009822	Mco3
N1.HOG0009824	Ufd1
N1.HOG0009827	CG18744
N1.HOG0009828	CG10086
N1.HOG0009829	Tcs4
N1.HOG0009830	CG1416
N1.HOG0009831	form3
N1.HOG0009832	Tektin-C
N1.HOG0009833	SCOT
N1.HOG0009835	sip3
N1.HOG0009836	dnk
N1.HOG0009837	CG11294
N1.HOG0009838	Vps13D
N1.HOG0009839	Dim1
N1.HOG0009840	O-fut1
N1.HOG0009841	Pld
N1.HOG0009842	Ars2
N1.HOG0009843	Lac
N1.HOG0009844	Dip-C
N1.HOG0009845	drk
N1.HOG0009846	Mid1
N1.HOG0009847	CG9875
N1.HOG0009848	dare
N1.HOG0009849	CG10793
N1.HOG0009850	CG8414
N1.HOG0009851	rswl
N1.HOG0009852	prom
N1.HOG0009853	Letm1
N1.HOG0009854	Rpn6
N1.HOG0009855	PIG-V
N1.HOG0009856	CG30349
N1.HOG0009857	MAN1
N1.HOG0009858	Ent2
N1.HOG0009859	CG11892
N1.HOG0009860	CG42331
N1.HOG0009861	Moe
N1.HOG0009862	CG9541
N1.HOG0009864	VhaSFD
N1.HOG0009866	Rad51D
N1.HOG0009867	CG13202
N1.HOG0009869	apt
N1.HOG0009870	HDAC4
N1.HOG0009872	vas
N1.HOG0009878	CG1785
N1.HOG0009879	Ech1
N1.HOG0009880	Grip
N1.HOG0009881	CG12075
N1.HOG0009882	CG8833
N1.HOG0009883	X11L
N1.HOG0009885	Pcp
N1.HOG0009886	Or22c
N1.HOG0009887	RpS26
N1.HOG0009888	Ir25a
N1.HOG0009889	SelT
N1.HOG0009890	HINT1
N1.HOG0009891	CG18480
N1.HOG0009892	RFeSP
N1.HOG0009893	CG9536
N1.HOG0009894	CG6180
N1.HOG0009895	x16
N1.HOG0009896	Rca1
N1.HOG0009897	E2f2
N1.HOG0009898	Trm1
N1.HOG0009899	chas
N1.HOG0009901	Cox17
N1.HOG0009902	Usp5
N1.HOG0009903	CG15594
N1.HOG0009904	HSPBAP1
N1.HOG0009905	rgn
N1.HOG0009906	CG18131
N1.HOG0009907	CG14434
N1.HOG0009908	jus
N1.HOG0009909	CG9356
N1.HOG0009910	CG3909
N1.HOG0009912	naz
N1.HOG0009913	Dph2
N1.HOG0009914	ppk21
N1.HOG0009915	CG8292
N1.HOG0009916	CG14937
N1.HOG0009917	Cpsf100
N1.HOG0009918	CG6028
N1.HOG0009919	Tsp42Ek
N1.HOG0009920	Fer1HCH
N1.HOG0009921	Dredd
N1.HOG0009922	CG2224
N1.HOG0009923	Cyfip
N1.HOG0009924	stumps
N1.HOG0009925	CG16989
N1.HOG0009926	DCTN4-p62
N1.HOG0009927	CG13954
N1.HOG0009928	CG4734
N1.HOG0009929	ATbp
N1.HOG0009930	tyf
N1.HOG0009931	Lrpprc2
N1.HOG0009932	Sgsh
N1.HOG0009933	CG14292
N1.HOG0009934	Aasdh
N1.HOG0009935	eIF3e
N1.HOG0009936	Nepl17
N1.HOG0009937	Nepl19
N1.HOG0009938	CG5043
N1.HOG0009939	Dif
N1.HOG0009944	RpL36A
N1.HOG0009947	Trl
N1.HOG0009948	dbo
N1.HOG0009950	CG7430
N1.HOG0009951	AdoR
N1.HOG0009952	CG3448
N1.HOG0009953	PLCXD
N1.HOG0009954	PRL-1
N1.HOG0009955	pigeon
N1.HOG0009956	Kr-h2
N1.HOG0009957	Kr-h1
N1.HOG0009958	vig
N1.HOG0009959	ics
N1.HOG0009960	CG14013
N1.HOG0009961	mmy
N1.HOG0009962	CG7006
N1.HOG0009963	GILT3
N1.HOG0009964	CG34124
N1.HOG0009965	Rnf146
N1.HOG0009966	CG9372
N1.HOG0009967	CG5498
N1.HOG0009968	Mis12
N1.HOG0009969	Spt5
N1.HOG0009970	CG5597
N1.HOG0009971	C3G
N1.HOG0009972	AMPdeam
N1.HOG0009973	CG2124
N1.HOG0009974	sev
N1.HOG0009975	CG46491
N1.HOG0009976	Cirl
N1.HOG0009977	MetRS
N1.HOG0009978	CG11679
N1.HOG0009979	Taf9
N1.HOG0009980	CG4576
N1.HOG0009981	CG16789
N1.HOG0009982	Myo61F
N1.HOG0009983	CG3527
N1.HOG0009984	CG14322
N1.HOG0009985	CG10177
N1.HOG0009986	CG10912
N1.HOG0009989	NaPi-III
N1.HOG0009990	CG42514
N1.HOG0009991	Oseg1
N1.HOG0009992	Klp64D
N1.HOG0009993	Cad74A
N1.HOG0009994	CG32333
N1.HOG0009995	HIPP1
N1.HOG0009996	CG13887
N1.HOG0009998	CG15024
N1.HOG0009999	Ir64a
N1.HOG0010000	Strump
N1.HOG0010003	Kah
N1.HOG0010005	nkd
N1.HOG0010006	CG18135
N1.HOG0010007	SPoCk
N1.HOG0010008	TfIIEalpha
N1.HOG0010009	CG42268
N1.HOG0010010	Nulp1
N1.HOG0010011	CG3355
N1.HOG0010012	Mco4
N1.HOG0010013	CG8051
N1.HOG0010014	Got2
N1.HOG0010015	bru2
N1.HOG0010016	NFAT
N1.HOG0010017	CG11983
N1.HOG0010018	usp
N1.HOG0010019	CG42553
N1.HOG0010020	CG33116
N1.HOG0010021	CG17005
N1.HOG0010022	RpL13
N1.HOG0010023	Tsp29Fb
N1.HOG0010024	Ac3
N1.HOG0010025	Ent1
N1.HOG0010026	Plap
N1.HOG0010027	SCCRO
N1.HOG0010028	ATPsynD
N1.HOG0010029	CG4884
N1.HOG0010030	CG31204
N1.HOG0010032	Cont
N1.HOG0010033	Nup58
N1.HOG0010034	Hph
N1.HOG0010035	spz
N1.HOG0010036	RNF220
N1.HOG0010040	CG16863
N1.HOG0010041	rtet
N1.HOG0010042	CG6432
N1.HOG0010043	CG5270
N1.HOG0010044	Unc50
N1.HOG0010045	kkv
N1.HOG0010046	CG1024
N1.HOG0010047	Nlg1
N1.HOG0010048	Rim
N1.HOG0010051	RpS25
N1.HOG0010052	CG14630
N1.HOG0010053	Uba1
N1.HOG0010055	CG8435
N1.HOG0010056	cpa
N1.HOG0010057	Dolk
N1.HOG0010058	CG16984
N1.HOG0010059	Fuca
N1.HOG0010060	SuUR
N1.HOG0010061	faf
N1.HOG0010063	CG5555
N1.HOG0010064	mdlc
N1.HOG0010065	Rbcn-3B
N1.HOG0010066	smo
N1.HOG0010067	CG6230
N1.HOG0010068	Fign
N1.HOG0010069	HPS1
N1.HOG0010070	CG14325
N1.HOG0010071	dom
N1.HOG0010072	GlyT
N1.HOG0010073	CG7639
N1.HOG0010074	Xpd
N1.HOG0010075	Mthfs
N1.HOG0010076	CG18336
N1.HOG0010077	pio
N1.HOG0010078	Eaf
N1.HOG0010079	Lamtor2
N1.HOG0010080	CG8078
N1.HOG0010081	Dbp45A
N1.HOG0010082	CG3045
N1.HOG0010083	HmgZ
N1.HOG0010084	CG1671
N1.HOG0010085	CG9123,CG12608
N1.HOG0010086	CG15125
N1.HOG0010088	Asx
N1.HOG0010089	Fdh
N1.HOG0010091	Polr2B
N1.HOG0010093	Naxe
N1.HOG0010094	dtr
N1.HOG0010095	Pez
N1.HOG0010096	Lam
N1.HOG0010097	Polr1C
N1.HOG0010098	RpL29
